nation_A,nation_B,distance_AB
MZ,PK,6730.983246260533
PK,NL,5784.641302255113
NL,PK,5784.641302255113
PK,GY,13423.149065102756
GY,PK,13423.149065102756
PK,JM,13679.386870704897
JM,PK,13679.386870704897
PK,CI,8305.835098646567
CI,PK,8305.835098646567
PK,SE,5294.715906755897
SE,PK,5294.715906755897
PK,RW,5643.603306839838
RW,PK,5643.603306839838
PK,CL,16468.57222655056
CL,PK,16468.57222655056
PK,CG,6808.5095967366815
CG,PK,6808.5095967366815
PK,BO,15362.010919767112
BO,PK,15362.010919767112
PK,LS,3420.268031153046
LS,PK,3420.268031153046
PK,FJ,12683.19351377088
FJ,PK,12683.19351377088
PK,VN,4254.621487260886
VN,PK,4254.621487260886
PK,AW,5367.963492045112
AW,PK,5367.963492045112
PK,CA,9873.982528565804
CA,PK,9873.982528565804
PK,AR,15919.146056224688
AR,PK,15919.146056224688
PK,UY,15066.900843629472
UY,PK,15066.900843629472
EC,UZ,14257.822333949249
UZ,EC,14257.822333949249
EC,MA,8388.187083487004
MA,EC,8388.187083487004
EC,PR,10393.404891712498
PR,EC,10393.404891712498
EC,DE,10109.019231418964
DE,EC,10109.019231418964
EC,DO,2468.382980304708
DO,EC,2468.382980304708
EC,TG,8983.885652815283
TG,EC,8983.885652815283
EC,PY,3339.221092028493
PY,EC,3339.221092028493
EC,MZ,12505.909310394132
MZ,EC,12505.909310394132
EC,NL,9777.93714263783
NL,EC,9777.93714263783
EC,GY,2404.113774497729
GY,EC,2404.113774497729
EC,JM,2170.386945503403
JM,EC,2170.386945503403
EC,CI,8254.561844414347
CI,EC,8254.561844414347
EC,SE,10353.002261897103
SE,EC,10353.002261897103
EC,RW,12174.482783575811
RW,EC,12174.482783575811
EC,CL,3471.8973708108406
CL,EC,3471.8973708108406
EC,CG,10574.222165506806
CG,EC,10574.222165506806
EC,BO,2345.4023576097725
BO,EC,2345.4023576097725
EC,LS,17916.953905793187
LS,EC,17916.953905793187
EC,FJ,11198.942029631353
FJ,EC,11198.942029631353
EC,VN,18437.171394979126
VN,EC,18437.171394979126
EC,AW,10187.252329224808
AW,EC,10187.252329224808
EC,CA,7341.768256894064
CA,EC,7341.768256894064
EC,AR,4014.253558109042
AR,EC,4014.253558109042
EC,UY,4260.226132968171
UY,EC,4260.226132968171
UZ,MA,6326.665947137474
MA,UZ,6326.665947137474
UZ,PR,3901.3995342286144
PR,UZ,3901.3995342286144
UZ,DE,4172.083253696831
DE,UZ,4172.083253696831
UZ,DO,11828.776043592132
DO,UZ,11828.776043592132
UZ,TG,7117.978207793192
TG,UZ,7117.978207793192
UZ,PY,14333.2974706444
PY,UZ,14333.2974706444
UZ,MZ,7350.664911831488
MZ,UZ,7350.664911831488
UZ,NL,4490.459511135345
NL,UZ,4490.459511135345
UZ,GY,12279.334058245006
GY,UZ,12279.334058245006
UZ,JM,12311.572434040876
JM,UZ,12311.572434040876
UZ,CI,7719.686704793909
CI,UZ,7719.686704793909
UZ,SE,3929.673733910467
SE,UZ,3929.673733910467
UZ,RW,5891.615737866139
RW,UZ,5891.615737866139
UZ,CL,15927.916743903312
CL,UZ,15927.916743903312
UZ,CG,6729.700231155544
CG,UZ,6729.700231155544
UZ,BO,14476.264539963146
BO,UZ,14476.264539963146
UZ,LS,4400.085199266319
LS,UZ,4400.085199266319
UZ,FJ,13400.294490976474
FJ,UZ,13400.294490976474
UZ,VN,5301.468056317387
VN,UZ,5301.468056317387
UZ,AW,4108.6717858141965
AW,UZ,4108.6717858141965
UZ,CA,8631.02137525017
CA,UZ,8631.02137525017
UZ,AR,15556.154076645966
AR,UZ,15556.154076645966
UZ,UY,14711.149742738498
UY,UZ,14711.149742738498
MA,PR,2771.8844759813155
PR,MA,2771.8844759813155
MA,DE,2651.7153474288275
DE,MA,2651.7153474288275
MA,DO,6406.70508635356
DO,MA,6406.70508635356
MA,TG,2626.328037107818
TG,MA,2626.328037107818
MA,PY,8107.042704375402
PY,MA,8107.042704375402
MA,MZ,7181.996133920326
MZ,MA,7181.996133920326
MA,NL,2565.42369130068
NL,MA,2565.42369130068
MA,GY,6092.154602548538
GY,MA,6092.154602548538
MA,JM,7124.036426517644
JM,MA,7124.036426517644
MA,CI,2573.189061104719
CI,MA,2573.189061104719
MA,SE,3562.531079510819
SE,MA,3562.531079510819
MA,RW,5394.224571935457
RW,MA,5394.224571935457
MA,CL,9693.60925043323
CL,MA,9693.60925043323
MA,CG,4284.736657618168
CG,MA,4284.736657618168
MA,BO,8150.036488108829
BO,MA,8150.036488108829
MA,LS,10708.72156916334
LS,MA,10708.72156916334
MA,FJ,18427.39219382126
FJ,MA,18427.39219382126
MA,VN,11586.50212376509
VN,MA,11586.50212376509
MA,AW,2609.5691540361267
AW,MA,2609.5691540361267
MA,CA,7564.537183567359
CA,MA,7564.537183567359
MA,AR,9487.488671390012
AR,MA,9487.488671390012
MA,UY,8744.970570109866
UY,MA,8744.970570109866
PR,DE,303.9847445137413
DE,PR,303.9847445137413
PR,DO,8032.20515858753
DO,PR,8032.20515858753
PR,TG,4745.001912390952
TG,PR,4745.001912390952
PR,PY,10804.090854542505
PY,PR,10804.090854542505
PR,MZ,7946.444832238495
MZ,PR,7946.444832238495
PR,NL,665.4353326604801
NL,PR,665.4353326604801
PR,GY,8391.508253720442
GY,PR,8391.508253720442
PR,JM,8605.582674410383
JM,PR,8605.582674410383
PR,CI,5022.469271548833
CI,PR,5022.469271548833
PR,SE,1067.304536698812
SE,PR,1067.304536698812
PR,RW,5958.831150429549
RW,PR,5958.831150429549
PR,CL,12359.068616401772
CL,PR,12359.068616401772
PR,CG,5632.105586675003
CG,PR,5632.105586675003
PR,BO,10713.00935784337
BO,PR,10713.00935784337
PR,LS,8254.322180044986
LS,PR,8254.322180044986
PR,FJ,16203.567285876512
FJ,PR,16203.567285876512
PR,VN,9169.154697208183
VN,PR,9169.154697208183
PR,AW,207.3126756612604
AW,PR,207.3126756612604
PR,CA,6657.39772672194
CA,PR,6657.39772672194
PR,AR,12219.039464253969
AR,PR,12219.039464253969
PR,UY,11503.433287322649
UY,PR,11503.433287322649
DE,DO,7737.589882238131
DO,DE,7737.589882238131
DE,TG,4769.411023295806
TG,DE,4769.411023295806
DE,PY,10610.958915796971
PY,DE,10610.958915796971
DE,MZ,8156.342099970016
MZ,DE,8156.342099970016
DE,NL,361.6872392993083
NL,DE,361.6872392993083
DE,GY,8136.549983597823
GY,DE,8136.549983597823
DE,JM,8305.878010048926
JM,DE,8305.878010048926
DE,CI,4999.75719607918
CI,DE,4999.75719607918
DE,SE,990.6562201554156
SE,DE,990.6562201554156
DE,RW,6166.995388558928
RW,DE,6166.995388558928
DE,CL,12151.14853971345
CL,DE,12151.14853971345
DE,CG,5762.913473579287
CG,DE,5762.913473579287
DE,BO,10485.729902201208
BO,DE,10485.729902201208
DE,LS,8502.756266909286
LS,DE,8502.756266909286
DE,FJ,16211.899771125603
FJ,DE,16211.899771125603
DE,VN,9419.531738659083
VN,DE,9419.531738659083
DE,AW,151.17798302873467
AW,DE,151.17798302873467
DE,CA,6422.382514629434
CA,DE,6422.382514629434
DE,AR,12037.574321765587
AR,DE,12037.574321765587
DE,UY,11342.126666285989
UY,DE,11342.126666285989
DO,TG,7745.334938345624
TG,DO,7745.334938345624
DO,PY,4873.740151472696
PY,DO,4873.740151472696
DO,MZ,12238.510408793454
MZ,DO,12238.510408793454
DO,NL,7392.9139224473265
NL,DO,7392.9139224473265
DO,GY,2022.512987228033
GY,DO,2022.512987228033
DO,JM,755.037691295829
JM,DO,755.037691295829
DO,CI,7078.161935194282
CI,DO,7078.161935194282
DO,SE,7904.2960877644355
SE,DO,7904.2960877644355
DO,RW,11178.593483585297
RW,DO,11178.593483585297
DO,CL,5628.883581847321
CL,DO,5628.883581847321
DO,CG,9616.538422506175
CG,DO,9616.538422506175
DO,BO,4041.076108537431
BO,DO,4041.076108537431
DO,LS,15623.40218610234
LS,DO,15623.40218610234
DO,FJ,12769.106359706497
FJ,DO,12769.106359706497
DO,VN,16418.981442426255
VN,DO,16418.981442426255
DO,AW,7829.9622382017715
AW,DO,7829.9622382017715
DO,CA,5513.778295610224
CA,DO,5513.778295610224
DO,AR,6013.193930613682
AR,DO,6013.193930613682
DO,UY,5948.915204431271
UY,DO,5948.915204431271
TG,PY,7352.963175380364
PY,TG,7352.963175380364
TG,MZ,4844.621035044497
MZ,TG,4844.621035044497
TG,NL,4837.507953752303
NL,TG,4837.507953752303
TG,GY,6603.257861102785
GY,TG,6603.257861102785
TG,JM,8498.61040921919
JM,TG,8498.61040921919
TG,CI,730.8077449085466
CI,TG,730.8077449085466
TG,SE,5760.060872757926
SE,TG,5760.060872757926
TG,RW,3434.691087178538
RW,TG,3434.691087178538
TG,CL,8887.537377538583
CL,TG,8887.537377538583
TG,CG,1932.715628958424
CG,TG,1932.715628958424
TG,BO,7804.137127299056
BO,TG,7804.137127299056
TG,LS,10957.586899913798
LS,TG,10957.586899913798
TG,FJ,18948.86010958368
FJ,TG,18948.86010958368
TG,VN,11648.75455463174
VN,TG,11648.75455463174
TG,AW,4664.975009407703
AW,TG,4664.975009407703
TG,CA,10155.73089216057
CA,TG,10155.73089216057
TG,AR,8445.86056828989
AR,TG,8445.86056828989
TG,UY,7594.911204066358
UY,TG,7594.911204066358
PY,MZ,9484.811579409292
MZ,PY,9484.811579409292
PY,NL,10395.31123615178
NL,PY,10395.31123615178
PY,GY,3115.4034410939207
GY,PY,3115.4034410939207
PY,JM,5044.492439570156
JM,PY,5044.492439570156
PY,CI,6688.1513076180745
CI,PY,6688.1513076180745
PY,SE,11295.671514221
SE,PY,11295.671514221
PY,RW,9749.80938439822
RW,PY,9749.80938439822
PY,CL,1598.6273418615465
CL,PY,1598.6273418615465
PY,CG,8331.031940859102
CG,PY,8331.031940859102
PY,BO,993.9306394999154
BO,PY,993.9306394999154
PY,LS,18088.80551909736
LS,PY,18088.80551909736
PY,FJ,12302.151535282748
FJ,PY,12302.151535282748
PY,VN,18224.545605874275
VN,PY,18224.545605874275
PY,AW,10614.490828397418
AW,PY,10614.490828397418
PY,CA,10364.357527673092
CA,PY,10364.357527673092
PY,AR,1452.712165080287
AR,PY,1452.712165080287
PY,UY,1080.1082841251505
UY,PY,1080.1082841251505
MZ,NL,8422.385055620758
NL,MZ,8422.385055620758
MZ,GY,10565.986153649174
GY,MZ,10565.986153649174
MZ,JM,12942.568783687148
JM,MZ,12942.568783687148
MZ,CI,5368.596618541887
CI,MZ,5368.596618541887
MZ,SE,8947.592680626929
SE,MZ,8947.592680626929
MZ,RW,1989.354593859634
RW,MZ,1989.354593859634
MZ,CL,10344.670438678122
CL,MZ,10344.670438678122
MZ,CG,2939.846538794729
CG,MZ,2939.846538794729
MZ,BO,10393.524952699556
BO,MZ,10393.524952699556
MZ,LS,8640.658490824037
LS,MZ,8640.658490824037
MZ,FJ,14315.020747535336
FJ,MZ,14315.020747535336
MZ,VN,8825.11245725132
VN,MZ,8825.11245725132
MZ,AW,8006.599011858956
AW,MZ,8006.599011858956
MZ,CA,14539.812227580647
CA,MZ,14539.812227580647
MZ,AR,9660.274748433076
AR,MZ,9660.274748433076
MZ,UY,8956.00467817187
UY,MZ,8956.00467817187
NL,GY,7846.126828913332
GY,NL,7846.126828913332
NL,JM,7953.259924106322
JM,NL,7953.259924106322
NL,CI,5010.934898453705
CI,NL,5010.934898453705
NL,SE,997.297919591404
SE,NL,997.297919591404
NL,RW,6434.588286325134
RW,NL,6434.588286325134
NL,CL,11914.495852794304
CL,NL,11914.495852794304
NL,CG,5947.1219596775445
CG,NL,5947.1219596775445
NL,BO,10227.878992428983
BO,NL,10227.878992428983
NL,LS,8788.443961301982
LS,NL,8788.443961301982
NL,FJ,16175.266783085352
FJ,NL,16175.266783085352
NL,VN,9706.663138471726
VN,NL,9706.663138471726
NL,AW,493.1027573282988
AW,NL,493.1027573282988
NL,CA,6135.363875727586
CA,NL,6135.363875727586
NL,AR,11833.284737974294
AR,NL,11833.284737974294
NL,UY,11163.862064984662
UY,NL,11163.862064984662
GY,JM,2518.249048112936
JM,GY,2518.249048112936
GY,CI,5878.065376783484
CI,GY,5878.065376783484
GY,SE,8601.73566147381
SE,GY,8601.73566147381
GY,RW,9893.45033642231
RW,GY,9893.45033642231
GY,CL,4268.127390475213
CL,GY,4268.127390475213
GY,CG,8282.594610396138
CG,GY,8282.594610396138
GY,BO,2520.670162160339
BO,GY,2520.670162160339
GY,LS,16633.69880270191
LS,GY,16633.69880270191
GY,FJ,13601.326565440577
FJ,GY,13601.326565440577
GY,VN,17552.246984295372
VN,GY,17552.246984295372
GY,AW,8185.346457907108
AW,GY,8185.346457907108
GY,CA,7462.137144080712
CA,GY,7462.137144080712
GY,AR,4459.145393890399
AR,GY,4459.145393890399
GY,UY,4183.508872346685
UY,GY,4183.508872346685
JM,CI,7827.983853243981
CI,JM,7827.983853243981
JM,SE,8385.230185777424
SE,JM,8385.230185777424
JM,RW,11930.795961274587
RW,JM,11930.795961274587
JM,CL,5564.8126588746045
CL,JM,5564.8126588746045
JM,CG,10363.376705853574
CG,JM,10363.376705853574
JM,BO,4128.07929213048
BO,JM,4128.07929213048
JM,LS,15777.376678327137
LS,JM,15777.376678327137
JM,FJ,12016.846197828145
FJ,JM,12016.846197828145
JM,VN,16465.479721140957
VN,JM,16465.479721140957
JM,AW,8407.618327377375
AW,JM,8407.618327377375
JM,CA,5337.023840506675
CA,JM,5337.023840506675
JM,AR,6030.652642202284
AR,JM,6030.652642202284
JM,UY,6091.263278342483
UY,JM,6091.263278342483
CI,SE,5979.255375186401
SE,CI,5979.255375186401
CI,RW,4106.211966996771
RW,CI,4106.211966996771
CI,CL,8244.916708785244
CL,CI,8244.916708785244
CI,CG,2543.6930186387453
CG,CI,2543.6930186387453
CI,BO,7100.386466673405
BO,CI,7100.386466673405
CI,LS,11661.167639643549
LS,CI,11661.167639643549
CI,FJ,18782.907862517022
FJ,CI,18782.907862517022
CI,VN,12368.177786555949
VN,CI,12368.177786555949
CI,AW,4913.76821796204
AW,CI,4913.76821796204
CI,CA,9894.669755082268
CA,CI,9894.669755082268
CI,AR,7836.572094151202
AR,CI,7836.572094151202
CI,UY,6996.077579651994
UY,CI,6996.077579651994
SE,RW,6968.840322516771
RW,SE,6968.840322516771
SE,CL,12772.459343416183
CL,SE,12772.459343416183
SE,CG,6698.899018511546
CG,SE,6698.899018511546
SE,BO,11051.84165925949
BO,SE,11051.84165925949
SE,LS,8043.33665876955
LS,SE,8043.33665876955
SE,FJ,15225.53829628887
FJ,SE,15225.53829628887
SE,VN,8959.092263397262
VN,SE,8959.092263397262
SE,AW,1101.7799214875445
AW,SE,1101.7799214875445
SE,CA,5734.066082787904
CA,SE,5734.066082787904
SE,AR,12744.332825304822
AR,SE,12744.332825304822
SE,UY,12108.455388968348
UY,SE,12108.455388968348
RW,CL,10974.161308341669
CL,RW,10974.161308341669
RW,CG,1610.8636764713567
CG,RW,1610.8636764713567
RW,BO,10491.367085371745
BO,RW,10491.367085371745
RW,LS,8351.452279145911
LS,RW,8351.452279145911
RW,FJ,15962.372928237912
FJ,RW,15962.372928237912
RW,VN,8808.653051930252
VN,RW,8808.653051930252
RW,AW,6017.286466583518
AW,RW,6017.286466583518
RW,CA,12561.387768826473
CA,RW,12561.387768826473
RW,AR,10347.54415789395
AR,RW,10347.54415789395
RW,UY,9529.82116169439
UY,RW,9529.82116169439
CL,CG,9684.01739583594
CG,CL,9684.01739583594
CL,BO,1749.6009033849014
BO,CL,1749.6009033849014
CL,LS,18602.798692096407
LS,CL,18602.798692096407
CL,FJ,10714.898860984156
FJ,CL,10714.898860984156
CL,VN,17958.22054355569
VN,CL,17958.22054355569
CL,AW,12164.657737092575
AW,CL,12164.657737092575
CL,CA,10812.696980809478
CA,CL,10812.696980809478
CL,AR,691.1783407868081
AR,CL,691.1783407868081
CL,UY,1444.6102109024196
UY,CL,1444.6102109024196
CG,BO,8996.842106222331
BO,CG,8996.842106222331
CG,LS,9807.38506062945
LS,CG,9807.38506062945
CG,FJ,17249.475587031346
FJ,CG,17249.475587031346
CG,VN,10338.001422521187
VN,CG,10338.001422521187
CG,AW,5626.589219169078
AW,CG,5626.589219169078
CG,CA,11812.526646908193
CA,CG,11812.526646908193
CG,AR,9110.80624011425
AR,CG,9110.80624011425
CG,UY,8261.225529792613
UY,CG,8261.225529792613
BO,LS,18761.46612037832
LS,BO,18761.46612037832
BO,FJ,12011.717369637736
FJ,BO,12011.717369637736
BO,VN,19205.82467200592
VN,BO,19205.82467200592
BO,AW,10512.667348538436
AW,BO,10512.667348538436
BO,CA,9464.99231626812
CA,BO,9464.99231626812
BO,AR,1987.6047318400344
AR,BO,1987.6047318400344
BO,UY,1970.382449024073
UY,BO,1970.382449024073
LS,FJ,9271.74992740766
FJ,LS,9271.74992740766
LS,VN,918.5631943978476
VN,LS,918.5631943978476
LS,AW,8459.311203112826
AW,LS,8459.311203112826
LS,CA,10589.31142917631
CA,LS,10589.31142917631
LS,AR,17995.59480560608
AR,LS,17995.59480560608
LS,UY,17529.403910340632
UY,LS,17529.403910340632
FJ,VN,8491.014034392909
VN,FJ,8491.014034392909
FJ,AW,16304.509056802875
AW,FJ,16304.509056802875
FJ,CA,10871.967606601846
CA,FJ,10871.967606601846
FJ,AR,11068.532947180724
AR,FJ,11068.532947180724
FJ,UY,11890.457721565586
UY,FJ,11890.457721565586
VN,AW,9374.525153746134
AW,VN,9374.525153746134
VN,CA,11158.804660981868
CA,VN,11158.804660981868
VN,AR,17511.237463996007
AR,VN,17511.237463996007
VN,UY,17329.50298266689
UY,VN,17329.50298266689
AW,CA,6573.491162210286
CA,AW,6573.491162210286
AW,AR,12034.010429211172
AR,AW,12034.010429211172
AW,UY,11326.350511711044
UY,AW,11326.350511711044
CA,AR,11339.696072251716
AR,CA,11339.696072251716
CA,UY,11424.06518771417
UY,CA,11424.06518771417
AR,UY,859.6416688824588
UY,AR,859.6416688824588
AZ,SB,2274.4006905035503
SB,AZ,2274.4006905035503
AZ,VA,2949.9116606351363
VA,AZ,2949.9116606351363
AZ,AD,3819.889927007428
AD,AZ,3819.889927007428
AZ,GI,4604.390901844546
GI,AZ,4604.390901844546
AZ,IM,3289.564752779288
IM,AZ,3289.564752779288
AZ,JE,3991.997799861971
JE,AZ,3991.997799861971
AZ,MC,3327.8318715610308
MC,AZ,3327.8318715610308
SK,SB,516.8959372428966
SB,SK,516.8959372428966
SK,VA,936.5153953991676
VA,SK,936.5153953991676
SK,AD,1549.8610256144857
AD,SK,1549.8610256144857
SK,GI,2458.1058622229625
GI,SK,2458.1058622229625
SK,IM,1036.6260024391324
IM,SK,1036.6260024391324
SK,JE,1575.808903068581
JE,SK,1575.808903068581
SK,MC,1079.9523052929324
MC,SK,1079.9523052929324
BY,SB,1155.6841519398035
SB,BY,1155.6841519398035
BY,VA,1710.9287920419908
VA,BY,1710.9287920419908
BY,AD,2275.394696617122
AD,BY,2275.394696617122
BY,GI,3200.13140203522
GI,BY,3200.13140203522
BY,IM,1789.95925459103
IM,BY,1789.95925459103
BY,JE,2114.877907146293
JE,BY,2114.877907146293
BY,MC,1832.9021719438583
MC,BY,1832.9021719438583
OM,SB,4222.730599191839
SB,OM,4222.730599191839
OM,VA,4756.0025673689215
VA,OM,4756.0025673689215
OM,AD,5650.715805820861
AD,OM,5650.715805820861
OM,GI,6219.748290462767
GI,OM,6219.748290462767
OM,IM,5174.654303734464
IM,OM,5174.654303734464
OM,JE,6039.244632969319
JE,OM,6039.244632969319
OM,MC,5203.504746465467
MC,OM,5203.504746465467
CZ,SB,738.2039551452691
SB,CZ,738.2039551452691
CZ,VA,910.1182356398376
VA,CZ,910.1182356398376
CZ,AD,1340.423033122427
AD,CZ,1340.423033122427
CZ,GI,2266.7540364342303
GI,CZ,2266.7540364342303
CZ,IM,871.1034932515691
IM,CZ,871.1034932515691
CZ,JE,1273.9474257295249
JE,CZ,1273.9474257295249
CZ,MC,912.8741426418582
MC,CZ,912.8741426418582
PT,SB,2384.4985335982487
SB,PT,2384.4985335982487
PT,VA,1720.7757776360506
VA,PT,1720.7757776360506
PT,AD,839.6170789926165
AD,PT,839.6170789926165
PT,GI,490.0331007831528
GI,PT,490.0331007831528
PT,IM,1373.7988115456712
IM,PT,1373.7988115456712
PT,JE,1117.6527410419665
JE,PT,1117.6527410419665
PT,MC,1333.7853777204189
MC,PT,1333.7853777204189
FI,SB,2152.6076773328573
SB,FI,2152.6076773328573
FI,VA,2532.22611806204
VA,FI,2532.22611806204
FI,AD,2790.194174843521
AD,FI,2790.194174843521
FI,GI,3691.866521025898
GI,FI,3691.866521025898
FI,IM,2437.3091771739328
IM,FI,2437.3091771739328
FI,JE,2303.89988950578
JE,FI,2303.89988950578
FI,MC,2473.87558737408
MC,FI,2473.87558737408
SB,EE,1656.8114105506636
EE,SB,1656.8114105506636
SB,NZ,17746.70866740562
NZ,SB,17746.70866740562
SB,IR,3204.846221244887
IR,SB,3204.846221244887
SB,CY,1482.681501875199
CY,SB,1482.681501875199
SB,HU,346.29267692687165
HU,SB,346.29267692687165
SB,PL,902.623996144534
PL,SB,902.623996144534
SB,CR,841.3043199059138
CR,SB,841.3043199059138
SB,NL,1428.7143789758863
NL,SB,1428.7143789758863
SB,VA,705.422990238874
VA,SB,705.422990238874
SB,RW,5195.323819020628
RW,SB,5195.323819020628
SB,SE,1774.3617773874062
SE,SB,1774.3617773874062
SB,CA,7454.237492274793
CA,SB,7454.237492274793
SB,LU,763.9525455863845
LU,SB,763.9525455863845
SB,AT,628.308802455455
AT,SB,628.308802455455
SB,JP,9144.464030217936
JP,SB,9144.464030217936
SB,PA,10272.261463126037
PA,SB,10272.261463126037
SB,LV,1441.7607990515348
LV,SB,1441.7607990515348
SB,MY,8994.955275161827
MY,SB,8994.955275161827
SB,ID,10788.375382283344
ID,SB,10788.375382283344
SB,BE,1395.028593152488
BE,SB,1395.028593152488
SB,AU,13782.595160481564
AU,SB,13782.595160481564
SB,CH,1005.8970180272446
CH,SB,1005.8970180272446
SB,KR,8444.667722309861
KR,SB,8444.667722309861
SB,AD,1545.6661953464334
AD,SB,1545.6661953464334
SB,SA,2845.3054171420035
SA,SB,2845.3054171420035
SB,MX,10499.451029812146
MX,SB,10499.451029812146
SB,RO,383.9227636852594
RO,SB,383.9227636852594
SB,GI,2367.807869954386
GI,SB,2367.807869954386
SB,AR,12293.802988010117
AR,SB,12293.802988010117
SB,TT,8502.95955583712
TT,SB,8502.95955583712
SB,IM,1015.6590838451084
IM,SB,1015.6590838451084
SB,JE,1816.584383382123
JE,SB,1816.584383382123
SB,NO,1972.7168255766148
NO,SB,1972.7168255766148
SB,KZ,3447.524070143545
KZ,SB,3447.524070143545
SB,IT,659.6977820352
IT,SB,659.6977820352
SB,LS,7926.496044014704
LS,SB,7926.496044014704
SB,SM,648.7258459102648
SM,SB,648.7258459102648
SB,DE,1081.320387162214
DE,SB,1081.320387162214
SB,ES,2169.5148117199474
ES,SB,2169.5148117199474
SB,EC,10905.75018492969
EC,SB,10905.75018492969
SB,DK,1472.8216150002922
DK,SB,1472.8216150002922
SB,TH,1035.7487597486418
TH,SB,1035.7487597486418
SB,GB,2072.778123133834
GB,SB,2072.778123133834
SB,QA,3466.083569953718
QA,SB,3466.083569953718
SB,GR,585.2399497310533
GR,SB,585.2399497310533
SB,MC,1053.5343718087809
MC,SB,1053.5343718087809
SB,TR,1328.122976487212
TR,SB,1328.122976487212
SB,RS,0.0
RS,SB,0.0
SB,PH,9980.727922909728
PH,SB,9980.727922909728
SB,SI,512.9259832392661
SI,SB,512.9259832392661
SB,LT,1266.1278045496674
LT,SB,1266.1278045496674
SB,HR,320.6646115940624
HR,SB,320.6646115940624
SB,IL,8347.457377803394
IL,SB,8347.457377803394
SB,BG,435.0864277891188
BG,SB,435.0864277891188
SB,AE,3769.1681221879103
AE,SB,3769.1681221879103
SB,FR,1483.2703049955248
FR,SB,1483.2703049955248
SB,BR,9537.80308724189
BR,SB,9537.80308724189
SB,IE,2299.848999630887
IE,SB,2299.848999630887
SB,CM,4440.485606839698
CM,SB,4440.485606839698
SB,RU,2072.778123133834
RU,SB,2072.778123133834
SB,GT,10400.494568514252
GT,SB,10400.494568514252
SB,CO,9971.52075985188
CO,SB,9971.52075985188
SB,GA,5067.548187632895
GA,SB,5067.548187632895
SB,HK,8590.491639456592
HK,SB,8590.491639456592
EE,VA,2078.1628055490287
VA,EE,2078.1628055490287
EE,AD,2438.970719608845
AD,EE,2438.970719608845
EE,GI,3361.852184309761
GI,EE,3361.852184309761
EE,IM,2033.4969785643973
IM,EE,2033.4969785643973
EE,JE,2069.09614558363
JE,EE,2069.09614558363
EE,MC,2072.884243771746
MC,EE,2072.884243771746
NZ,VA,18392.42260931455
VA,NZ,18392.42260931455
NZ,AD,19289.370490850262
AD,NZ,19289.370490850262
NZ,GI,19385.76384966661
GI,NZ,19385.76384966661
NZ,IM,18761.95751704165
IM,NZ,18761.95751704165
NZ,JE,19062.94010459388
JE,NZ,19062.94010459388
NZ,MC,18800.24242277716
MC,NZ,18800.24242277716
IR,VA,3831.966193789491
VA,IR,3831.966193789491
IR,AD,4727.353510990332
AD,IR,4727.353510990332
IR,GI,5434.787002963742
GI,IR,5434.787002963742
IR,IM,4211.593599010592
IM,IR,4211.593599010592
IR,JE,4983.717104365522
JE,IR,4983.717104365522
IR,MC,4246.544447315725
MC,IR,4246.544447315725
CY,VA,1956.600751695444
VA,CY,1956.600751695444
CY,AD,2850.6661214005308
AD,CY,2850.6661214005308
CY,GI,3468.6780283034223
GI,CY,3468.6780283034223
CY,IM,2379.896193100514
IM,CY,2379.896193100514
CY,JE,3277.782880091053
JE,CY,3277.782880091053
CY,MC,2407.169952352775
MC,CY,2407.169952352775
HU,VA,810.6583629559074
VA,HU,810.6583629559074
HU,AD,1504.1139215178969
AD,HU,1504.1139215178969
HU,GI,2391.885336878356
GI,HU,2391.885336878356
HU,IM,975.457283188142
IM,HU,975.457283188142
HU,JE,1618.951085310378
JE,HU,1618.951085310378
HU,MC,1018.196091031255
MC,HU,1018.196091031255
PL,VA,1252.5040100780734
VA,PL,1252.5040100780734
PL,AD,1699.7988159324532
AD,PL,1699.7988159324532
PL,GI,2628.5793616348333
GI,PL,2628.5793616348333
PL,IM,1241.2341498199214
IM,PL,1241.2341498199214
PL,JE,1532.640436973307
JE,PL,1532.640436973307
PL,MC,1282.8588949849352
MC,PL,1282.8588949849352
CR,VA,417.02060388609846
VA,CR,417.02060388609846
CR,AD,742.0519867537374
AD,CR,742.0519867537374
CR,GI,1642.6482515310172
GI,CR,1642.6482515310172
CR,IM,222.20692134305872
IM,CR,222.20692134305872
CR,JE,1022.0595888957976
JE,CR,1022.0595888957976
CR,MC,265.4155281927124
MC,CR,265.4155281927124
NL,VA,1262.732121459221
VA,NL,1262.732121459221
NL,AD,1119.5602996391492
AD,NL,1119.5602996391492
NL,GI,1988.157396073931
GI,NL,1988.157396073931
NL,IM,937.6998125340214
IM,NL,937.6998125340214
NL,JE,637.5225941673289
JE,NL,637.5225941673289
NL,MC,957.1376543119
MC,NL,957.1376543119
VA,RW,5172.9760445599695
RW,VA,5172.9760445599695
VA,SE,1982.084814463702
SE,VA,1982.084814463702
VA,CA,7392.617521567471
CA,VA,7392.617521567471
VA,LU,1270.7631871234958
LU,VA,1270.7631871234958
VA,AT,646.0377800417814
AT,VA,646.0377800417814
VA,JP,9775.217608501634
JP,VA,9775.217608501634
VA,PA,9676.142880834635
PA,VA,9676.142880834635
VA,LV,1879.6365140813944
LV,VA,1879.6365140813944
VA,MY,8714.968703504535
MY,VA,8714.968703504535
VA,ID,11471.1043937895
ID,VA,11471.1043937895
VA,BE,1140.211593667092
