nation_A,nation_B,distance_AB
JM,CY,10624.927198057556
CY,CI,4949.853720964024
CI,CY,4949.853720964024
CY,SE,3060.706073792192
SE,CY,3060.706073792192
CY,RW,4102.491240565454
RW,CY,4102.491240565454
CY,CL,13160.860281291893
CL,CY,13160.860281291893
CY,CG,4352.784879191061
CG,CY,4352.784879191061
CY,BO,11808.150756037654
BO,CY,11808.150756037654
CY,LS,6997.281451276269
LS,CY,6997.281451276269
CY,FJ,16171.625680304887
FJ,CY,16171.625680304887
CY,VN,7844.351261670134
VN,CY,7844.351261670134
CY,AW,2415.2950503585485
AW,CY,2415.2950503585485
CY,CA,8791.3569631375
CA,CY,8791.3569631375
CY,AR,12784.888310670716
AR,CY,12784.888310670716
CY,UY,11945.875000707296
UY,CY,11945.875000707296
BS,BH,8549.234311684731
BH,BS,8549.234311684731
BS,CZ,8183.512919308263
CZ,BS,8183.512919308263
BS,QA,12234.659773726906
QA,BS,12234.659773726906
BS,UA,9233.44873526012
UA,BS,9233.44873526012
BS,HU,8566.048396307866
HU,BS,8566.048396307866
BS,GE,10543.64235436829
GE,BS,10543.64235436829
BS,PT,6638.734559210974
PT,BS,6638.734559210974
BS,VE,2245.724974236324
VE,BS,2245.724974236324
BS,SG,17106.366006859836
SG,BS,17106.366006859836
BS,RU,6826.420892766572
RU,BS,6826.420892766572
BS,DZ,7931.831192885972
DZ,BS,7931.831192885972
BS,AE,12541.284741989955
AE,BS,12541.284741989955
BS,CD,11348.768723188046
CD,BS,11348.768723188046
BS,MX,2438.7479442841604
MX,BS,2438.7479442841604
BS,KG,12148.463300703395
KG,BS,12148.463300703395
BS,AU,16726.74600194724
AU,BS,16726.74600194724
BS,UG,11976.982028712167
UG,BS,11976.982028712167
BS,SV,1669.0471754673938
SV,BS,1669.0471754673938
BS,BE,7415.8179782466095
BE,BS,7415.8179782466095
BS,IL,2005.2882688274583
IL,BS,2005.2882688274583
BS,MK,8976.40632998651
MK,BS,8976.40632998651
BS,IN,14218.36775670984
IN,BS,14218.36775670984
BS,MY,2677.488041189669
MY,BS,2677.488041189669
BS,TR,10099.69100713018
TR,BS,10099.69100713018
BS,AZ,10876.259883710658
AZ,BS,10876.259883710658
BS,BG,9208.12140660731
BG,BS,9208.12140660731
BS,CH,7768.466578688708
CH,BS,7768.466578688708
BS,PL,8333.0634071919
PL,BS,8333.0634071919
BS,LU,8624.106964158473
LU,BS,8624.106964158473
BS,PE,3515.2924781991937
PE,BS,3515.2924781991937
BS,EE,8414.812646496212
EE,BS,8414.812646496212
BS,IR,11909.202550388029
IR,BS,11909.202550388029
BS,RO,8982.467166659098
RO,BS,8982.467166659098
BS,BB,2328.141377631871
BB,BS,2328.141377631871
BS,SM,8177.491839201919
SM,BS,8177.491839201919
BS,LY,9368.418484851063
LY,BS,9368.418484851063
BS,CM,9919.10967379772
CM,BS,9919.10967379772
BS,IT,8241.33215392279
IT,BS,8241.33215392279
BS,GB,6826.420892766572
GB,BS,6826.420892766572
BS,BM,1539.5559233097858
BM,BS,1539.5559233097858
BS,VG,1558.5006021531024
VG,BS,1558.5006021531024
BS,ME,2438.7479442841604
ME,BS,2438.7479442841604
BS,KW,11669.618024073408
KW,BS,11669.618024073408
BS,SY,10674.524888612346
SY,BS,10674.524888612346
BS,BZ,1423.3081612203937
BZ,BS,1423.3081612203937
BS,ET,12141.96267618916
ET,BS,12141.96267618916
BS,KR,12694.86285873508
KR,BS,12694.86285873508
BS,LB,10480.038224486048
LB,BS,10480.038224486048
BS,LT,8481.303225620053
LT,BS,8481.303225620053
BS,OM,12994.24257973038
OM,BS,12994.24257973038
BS,CN,13380.847401642715
CN,BS,13380.847401642715
BS,CO,2351.740591954571
CO,BS,2351.740591954571
BS,DK,7667.691850667551
DK,BS,7667.691850667551
BS,MU,15453.08198417022
MU,BS,15453.08198417022
BS,AL,1273.3790684599207
AL,BS,1273.3790684599207
BS,XK,8870.257240291312
XK,BS,8870.257240291312
BS,PA,1824.9983550325023
PA,BS,1824.9983550325023
BS,TH,7846.204384552002
TH,BS,7846.204384552002
BS,LV,8470.852727728388
LV,BS,8470.852727728388
BS,KN,7510.810680334484
KN,BS,7510.810680334484
BS,NZ,13345.89572849764
NZ,BS,13345.89572849764
BS,ZW,12600.262256334228
ZW,BS,12600.262256334228
BS,ER,6523.053932645383
ER,BS,6523.053932645383
BS,RS,8773.371244724936
RS,BS,8773.371244724936
BS,PH,15288.497441301834
PH,BS,15288.497441301834
BS,ZA,12495.79589766318
ZA,BS,12495.79589766318
BS,LC,2157.507510614611
LC,BS,2157.507510614611
BS,ST,8062.987400014345
ST,BS,8062.987400014345
BS,MO,2070.0282572138185
MO,BS,2070.0282572138185
BS,TT,2366.541853368836
TT,BS,2366.541853368836
BS,GR,9121.277857436284
GR,BS,9121.277857436284
BS,BJ,8598.691694490577
BJ,BS,8598.691694490577
BS,SR,3274.494824919167
SR,BS,3274.494824919167
BS,ID,17014.81648551362
ID,BS,17014.81648551362
BS,AO,8169.762176374153
AO,BS,8169.762176374153
BS,TW,14238.818660088751
TW,BS,14238.818660088751
BS,JP,12176.219930072746
JP,BS,12176.219930072746
BS,KH,15757.899449158873
KH,BS,15757.899449158873
BS,MD,1637.8631158881794
MD,BS,1637.8631158881794
BS,SA,11520.80652981761
SA,BS,11520.80652981761
BS,BY,8804.89355715085
BY,BS,8804.89355715085
BS,SN,6707.257978492899
SN,BS,6707.257978492899
BS,TN,8296.841300656699
TN,BS,8296.841300656699
BS,CW,8014.963386963703
CW,BS,8014.963386963703
BS,CU,348.1799596404394
CU,BS,348.1799596404394
BS,EG,10384.103706905267
EG,BS,10384.103706905267
BS,CR,7951.126416802756
CR,BS,7951.126416802756
BS,ES,6909.759800377668
ES,BS,6909.759800377668
BS,HR,8454.923352695683
HR,BS,8454.923352695683
BS,AT,8169.762176374153
AT,BS,8169.762176374153
BS,NO,7485.16313910472
NO,BS,7485.16313910472
BS,GT,1641.4099659377148
GT,BS,1641.4099659377148
BS,NI,6589.193696296326
NI,BS,6589.193696296326
BS,KZ,11221.45309224476
KZ,BS,11221.45309224476
BS,AG,1863.7228762768489
AG,BS,1863.7228762768489
BS,VC,7245.309441849803
VC,BS,7245.309441849803
BS,BA,8549.234311684731
BA,BS,8549.234311684731
BS,PK,13086.026650966529
PK,BS,13086.026650966529
BS,EC,2892.889431903324
EC,BS,2892.889431903324
BS,UZ,11706.010454115243
UZ,BS,11706.010454115243
BS,MA,6872.714564313909
MA,BS,6872.714564313909
BS,PR,8102.229663960171
PR,BS,8102.229663960171
BS,DE,7799.250098018683
DE,BS,7799.250098018683
BS,DO,1013.1555247167382
DO,BS,1013.1555247167382
BS,TG,8506.713665782041
TG,BS,8506.713665782041
BS,PY,5735.204876619637
PY,BS,5735.204876619637
BS,MZ,13145.660239790031
MZ,BS,13145.660239790031
BS,NL,7440.952372143332
NL,BS,7440.952372143332
BS,GY,3025.112839569408
GY,BS,3025.112839569408
BS,JM,732.2056091780703
JM,BS,732.2056091780703
BS,CI,7875.64962074828
CI,BS,7875.64962074828
BS,SE,7799.643762601647
SE,BS,7799.643762601647
BS,RW,11930.847990215756
RW,BS,11930.847990215756
BS,CL,6296.628537481606
CL,BS,6296.628537481606
BS,CG,10417.69932713616
CG,BS,10417.69932713616
BS,BO,4838.153573278861
BO,BS,4838.153573278861
BS,LS,15046.46890790318
LS,BS,15046.46890790318
BS,FJ,12115.10419357652
FJ,BS,12115.10419357652
BS,VN,15736.465901710657
VN,BS,15736.465901710657
BS,AW,7910.3755947362115
AW,BS,7910.3755947362115
BS,CA,4631.315012993592
CA,BS,4631.315012993592
BS,AR,6756.609797117474
AR,BS,6756.609797117474
BS,UY,6792.806409992225
UY,BS,6792.806409992225
BH,CZ,633.4727939195473
CZ,BH,633.4727939195473
BH,QA,3686.936414087453
QA,BH,3686.936414087453
BH,UA,1188.2105788081008
UA,BH,1188.2105788081008
BH,HU,352.5350713746193
HU,BH,352.5350713746193
BH,GE,2165.629752191758
GE,BH,2165.629752191758
BH,PT,2149.347323024317
PT,BH,2149.347323024317
BH,VE,8893.568703976556
VE,BH,8893.568703976556
BH,SG,9604.633011019316
SG,BH,9604.633011019316
BH,RU,1891.0262973913736
RU,BH,1891.0262973913736
BH,DZ,2228.259477059917
DZ,BH,2228.259477059917
BH,AE,3992.105327170948
AE,BH,3992.105327170948
BH,CD,5274.139631332906
CD,BH,5274.139631332906
BH,MX,10303.665053170764
MX,BH,10303.665053170764
BH,KG,4580.1717154288
KG,BH,4580.1717154288
BH,AU,14019.077942379688
AU,BH,14019.077942379688
BH,UG,4953.173936840514
UG,BH,4953.173936840514
BH,SV,10217.526618785156
SV,BH,10217.526618785156
BH,BE,1199.7463384986115
BE,BH,1199.7463384986115
BH,IL,8158.261720485087
IL,BH,8158.261720485087
BH,MK,449.5888083774266
MK,BH,449.5888083774266
BH,IN,6028.520148521716
IN,BH,6028.520148521716
BH,MY,8822.289915775216
MY,BH,8822.289915775216
BH,TR,1557.3372273114771
TR,BH,1557.3372273114771
BH,AZ,2510.571068799556
AZ,BH,2510.571068799556
BH,BG,665.5081539987649
BG,BH,665.5081539987649
BH,CH,781.3462506512464
CH,BH,781.3462506512464
BH,PL,886.9472044419231
PL,BH,886.9472044419231
BH,LU,825.6667943882406
LU,BH,825.6667943882406
BH,PE,10749.916436113092
PE,BH,10749.916436113092
BH,EE,1691.9267896240094
EE,BH,1691.9267896240094
BH,IR,3440.0478889123715
IR,BH,3440.0478889123715
BH,RO,587.7694817432933
RO,BH,587.7694817432933
BH,BB,7978.508502035139
BB,BH,7978.508502035139
BH,SM,413.08268274947847
SM,BH,413.08268274947847
BH,LY,1940.2610805180168
LY,BH,1940.2610805180168
BH,CM,4419.197266089867
CM,BH,4419.197266089867
BH,IT,439.1034672948937
IT,BH,439.1034672948937
BH,GB,1891.0262973913736
GB,BH,1891.0262973913736
BH,BM,7022.499571587144
BM,BH,7022.499571587144
BH,VG,7989.609040913236
VG,BH,7989.609040913236
BH,ME,10303.665053170764
ME,BH,10303.665053170764
BH,KW,3120.422044566957
KW,BH,3120.422044566957
BH,SY,2125.644055154592
SY,BH,2125.644055154592
BH,BZ,9962.83884329113
BZ,BH,9962.83884329113
BH,ET,4287.126119490566
ET,BH,4287.126119490566
BH,KR,8618.640197831226
KR,BH,8618.640197831226
BH,LB,1950.4079663035468
LB,BH,1950.4079663035468
BH,LT,1304.5468483240222
LT,BH,1304.5468483240222
BH,OM,4445.285791002087
OM,BH,4445.285791002087
BH,CN,7212.61492797874
CN,BH,7212.61492797874
BH,CO,9734.818177724508
CO,BH,9734.818177724508
BH,DK,1365.398920526444
DK,BH,1365.398920526444
BH,MU,8226.607735858393
MU,BH,8226.607735858393
BH,AL,8522.387294760565
AL,BH,8522.387294760565
BH,XK,328.6893742580048
XK,BH,328.6893742580048
BH,PA,10038.64637265838
PA,BH,10038.64637265838
BH,TH,882.9834882265858
TH,BH,882.9834882265858
BH,LV,1481.7873373692703
LV,BH,1481.7873373692703
BH,KN,1124.1645815076076
KN,BH,1124.1645815076076
BH,NZ,17983.02253149637
NZ,BH,17983.02253149637
BH,ZW,7058.433098600351
ZW,BH,7058.433098600351
BH,ER,2097.828108140972
ER,BH,2097.828108140972
BH,RS,236.707533538695
RS,BH,236.707533538695
BH,PH,10198.946051454832
PH,BH,10198.946051454832
BH,ZA,8131.646880357121
ZA,BH,8131.646880357121
BH,LC,8043.663872225518
LC,BH,8043.663872225518
BH,ST,700.3273857927044
ST,BH,700.3273857927044
BH,MO,8451.858950820479
MO,BH,8451.858950820479
BH,TT,8266.570557668218
TT,BH,8266.570557668218
BH,GR,693.7557254960113
GR,BH,693.7557254960113
BH,BJ,4128.240070968317
BJ,BH,4128.240070968317
BH,SR,8392.179030885836
SR,BH,8392.179030885836
BH,ID,11022.3979365675
ID,BH,11022.3979365675
BH,AO,453.8363430856657
AO,BH,453.8363430856657
BH,TW,9178.156675371016
TW,BH,9178.156675371016
BH,JP,9297.54289466765
JP,BH,9297.54289466765
BH,KH,8758.836718714787
KH,BH,8758.836718714787
BH,MD,7399.17675794551
MD,BH,7399.17675794551
BH,SA,3044.384911307491
SA,BH,3044.384911307491
BH,BY,1253.4891022579989
BY,BH,1253.4891022579989
BH,SN,4485.18822659505
SN,BH,4485.18822659505
BH,TN,1359.1763734761246
TN,BH,1359.1763734761246
BH,CW,1278.6520532435793
CW,BH,1278.6520532435793
BH,CU,8892.731793914274
CU,BH,8892.731793914274
BH,EG,2261.362421034143
EG,BH,2261.362421034143
BH,CR,606.8116683979721
CR,BH,606.8116683979721
BH,ES,1937.3153417637373
ES,BH,1937.3153417637373
BH,HR,147.31665386782757
HR,BH,147.31665386782757
BH,AT,453.8363430856657
AT,BH,453.8363430856657
BH,NO,1888.8429002719745
NO,BH,1888.8429002719745
BH,GT,10178.948497291884
GT,BH,10178.948497291884
BH,NI,2099.1940454352784
NI,BH,2099.1940454352784
BH,KZ,3660.153560098179
KZ,BH,3660.153560098179
BH,AG,7869.594552116992
AG,BH,7869.594552116992
BH,VC,1601.6314330025698
VC,BH,1601.6314330025698
BH,BA,0.0
BA,BH,0.0
BH,PK,4906.707995447359
PK,BH,4906.707995447359
BH,EC,10669.079759755454
EC,BH,10669.079759755454
BH,UZ,3755.1069089130942
UZ,BH,3755.1069089130942
BH,MA,2620.2771980427724
MA,BH,2620.2771980427724
BH,PR,686.2029500141911
PR,BH,686.2029500141911
BH,DE,925.2334139791396
DE,BH,925.2334139791396
BH,DO,8388.221739959983
DO,BH,8388.221739959983
BH,TG,4250.615594037814
TG,BH,4250.615594037814
BH,PY,10727.025022900732
PY,BH,10727.025022900732
BH,MZ,7260.41356053262
MZ,BH,7260.41356053262
BH,NL,1254.1164842202763
NL,BH,1254.1164842202763
BH,GY,8540.8814367284
GY,BH,8540.8814367284
BH,JM,9004.51007768388
JM,BH,9004.51007768388
BH,CI,4607.500351665351
CI,BH,4607.500351665351
BH,SE,1722.6448395516288
SE,BH,1722.6448395516288
BH,RW,5273.133788998292
RW,BH,5273.133788998292
BH,CL,12313.544054829312
CL,BH,12313.544054829312
BH,CG,4991.849446668864
CG,BH,4991.849446668864
BH,BO,10743.591481064544
BO,BH,10743.591481064544
BH,LS,8155.039164757017
LS,BH,8155.039164757017
BH,FJ,16627.748078201254
FJ,BH,16627.748078201254
BH,VN,9055.463221990502
VN,BH,9055.463221990502
BH,AW,775.1185013307118
AW,BH,775.1185013307118
BH,CA,7339.372275821406
CA,BH,7339.372275821406
BH,AR,12097.355029165496
AR,BH,12097.355029165496
BH,UY,11333.855810335332
UY,BH,11333.855810335332
CZ,QA,4100.022205394831
QA,CZ,4100.022205394831
CZ,UA,1139.201770496117
UA,CZ,1139.201770496117
CZ,HU,417.74056764821154
HU,CZ,417.74056764821154
CZ,GE,2380.5393922593544
GE,CZ,2380.5393922593544
CZ,PT,2127.9263726027875
PT,CZ,2127.9263726027875
CZ,VE,8729.949897338603
VE,CZ,8729.949897338603
CZ,SG,9775.364852583503
SG,CZ,9775.364852583503
CZ,RU,1385.5415555375694
RU,CZ,1385.5415555375694
CZ,DZ,2644.416695211404
DZ,CZ,2644.416695211404
CZ,AE,4391.678561771003
AE,CZ,4391.678561771003
CZ,CD,5904.935297610902
CD,CZ,5904.935297610902
CZ,MX,9809.852066634006
MX,CZ,9809.852066634006
CZ,KG,4584.244979698132
KG,CZ,4584.244979698132
CZ,AU,14155.446861187367
AU,CZ,14155.446861187367
CZ,UG,5582.162493763391
UG,CZ,5582.162493763391
CZ,SV,9850.314167721388
SV,CZ,9850.314167721388
CZ,BE,775.9411390961651
BE,CZ,775.9411390961651
CZ,IL,7648.452166429047
IL,CZ,7648.452166429047
CZ,MK,1031.9546187600718
MK,CZ,1031.9546187600718
CZ,IN,6230.874705930637
IN,CZ,6230.874705930637
CZ,MY,8273.681908890017
MY,CZ,8273.681908890017
CZ,TR,1953.9905790477023
TR,CZ,1953.9905790477023
CZ,AZ,2723.6436181253007
AZ,CZ,2723.6436181253007
CZ,BG,1111.1961769408856
BG,CZ,1111.1961769408856
CZ,CH,633.0689186731194
CH,CZ,633.0689186731194
CZ,PL,370.2949622752498
PL,CZ,370.2949622752498
CZ,LU,532.110902826932
LU,CZ,532.110902826932
CZ,PE,10625.316232753572
PE,CZ,10625.316232753572
CZ,EE,1181.113509587669
EE,CZ,1181.113509587669
CZ,IR,3731.53377877323
IR,CZ,3731.53377877323
CZ,RO,808.9430738196451
RO,CZ,808.9430738196451
CZ,BB,7827.1763346691905
BB,CZ,7827.1763346691905
CZ,SM,691.8211357789804
SM,CZ,691.8211357789804
CZ,LY,2562.4708892804742
LY,CZ,2562.4708892804742
CZ,CM,5015.187924775356
CM,CZ,5015.187924775356
CZ,IT,826.4797331958458
IT,CZ,826.4797331958458
CZ,GB,1385.5415555375694
GB,CZ,1385.5415555375694
CZ,BM,6680.423683360162
BM,CZ,6680.423683360162
CZ,VG,7758.865103725704
VG,CZ,7758.865103725704
CZ,ME,9809.852066634006
ME,CZ,9809.852066634006
CZ,KW,3528.2717780761027
KW,CZ,3528.2717780761027
CZ,SY,2554.957326817179
SY,CZ,2554.957326817179
CZ,BZ,9579.01386670751
BZ,CZ,9579.01386670751
CZ,ET,4884.208473974605
ET,CZ,4884.208473974605
CZ,KR,8352.05061940881
KR,CZ,8352.05061940881
CZ,LB,2433.1080531485686
LB,CZ,2433.1080531485686
CZ,LT,831.7992615491739
LT,CZ,831.7992615491739
CZ,OM,4844.318268406609
OM,CZ,4844.318268406609
CZ,CN,7103.646636670852
CN,CZ,7103.646636670852
CZ,CO,9546.987343914192
CO,CZ,9546.987343914192
CZ,DK,737.6861105029535
DK,CZ,737.6861105029535
CZ,MU,8802.330943030382
MU,CZ,8802.330943030382
CZ,AL,8058.389820573227
AL,CZ,8058.389820573227
CZ,XK,905.65108671336
XK,CZ,905.65108671336
CZ,PA,9758.336149735913
PA,CZ,9758.336149735913
CZ,TH,337.9541515165721
TH,CZ,337.9541515165721
CZ,LV,994.8088267223376
LV,CZ,994.8088267223376
CZ,KN,677.1324147082506
KN,CZ,677.1324147082506
CZ,NZ,18035.34217689008
NZ,CZ,18035.34217689008
CZ,ZW,7691.805481332477
ZW,CZ,7691.805481332477
CZ,ER,1661.2449424927108
ER,CZ,1661.2449424927108
CZ,RS,738.2039551452691
RS,CZ,738.2039551452691
CZ,PH,10134.374705845514
PH,CZ,10134.374705845514
CZ,ZA,8760.285188084266
ZA,CZ,8760.285188084266
CZ,LC,7875.653649279535
LC,CZ,7875.653649279535
CZ,ST,121.09678016015737
ST,CZ,121.09678016015737
CZ,MO,7936.101663437604
MO,CZ,7936.101663437604
CZ,TT,8121.558873489107
TT,CZ,8121.558873489107
CZ,GR,1308.3641554011135
GR,CZ,1308.3641554011135
CZ,BJ,4631.352883019565
BJ,CZ,4631.352883019565
CZ,SR,8339.182684576292
SR,CZ,8339.182684576292
CZ,ID,11109.43146635109
ID,CZ,11109.43146635109
CZ,AO,266.39959729436106
AO,CZ,266.39959729436106
CZ,TW,9046.656410704536
TW,CZ,9046.656410704536
CZ,JP,8959.385986438056
JP,CZ,8959.385986438056
CZ,KH,8830.572245584961
KH,CZ,8830.572245584961
CZ,MD,6943.5190414770495
MD,CZ,6943.5190414770495
CZ,SA,3542.711868311824
SA,CZ,3542.711868311824
CZ,BY,935.2222735355588
BY,CZ,935.2222735355588
CZ,SN,4766.227261975642
SN,CZ,4766.227261975642
CZ,TN,1842.9223772123344
TN,CZ,1842.9223772123344
CZ,CW,1671.588594883298
CW,CZ,1671.588594883298
CZ,CU,8521.107489469727
CU,CZ,8521.107489469727
CZ,EG,2871.396046722984
EG,CZ,2871.396046722984
CZ,CR,654.4866184306851
CR,CZ,654.4866184306851
CZ,ES,1979.992283700846
ES,CZ,1979.992283700846
CZ,HR,486.6402664699786
HR,CZ,486.6402664699786
CZ,AT,266.39959729436106
AT,CZ,266.39959729436106
CZ,NO,1255.4071982274645
NO,CZ,1255.4071982274645
CZ,GT,9792.109663353416
GT,CZ,9792.109663353416
CZ,NI,1614.7012947605729
NI,CZ,1614.7012947605729
CZ,KZ,3617.19033900552
KZ,CZ,3617.19033900552
CZ,AG,7667.319188037973
AG,CZ,7667.319188037973
CZ,VC,1702.8886053928888
VC,CZ,1702.8886053928888
CZ,BA,633.4727939195473
BA,CZ,633.4727939195473
CZ,PK,5084.871918859523
PK,CZ,5084.871918859523
CZ,EC,10470.311076355529
EC,CZ,10470.311076355529
CZ,UZ,3828.601696495221
UZ,CZ,3828.601696495221
CZ,MA,2810.487469782772
MA,CZ,2810.487469782772
CZ,PR,81.39650854553646
PR,CZ,81.39650854553646
CZ,DE,385.3563499553206
DE,CZ,385.3563499553206
CZ,DO,8111.663789240945
DO,CZ,8111.663789240945
CZ,TG,4743.386202093036
TG,CZ,4743.386202093036
CZ,PY,10857.36550667059
PY,CZ,10857.36550667059
CZ,MZ,7892.338912725528
MZ,CZ,7892.338912725528
CZ,NL,746.7141556097941
NL,CZ,746.7141556097941
CZ,GY,8461.171267286716
GY,CZ,8461.171267286716
CZ,JM,8686.19415459152
JM,CZ,8686.19415459152
CZ,CI,5033.233966618912
CI,CZ,5033.233966618912
CZ,SE,1099.091264172804
SE,CZ,1099.091264172804
CZ,RW,5905.755437860806
RW,CZ,5905.755437860806
CZ,CL,12415.89032179803
CL,CZ,12415.89032179803
CZ,CG,5600.806685418116
CG,CZ,5600.806685418116
CZ,BO,10775.24132886279
BO,CZ,10775.24132886279
CZ,LS,8186.734128814503
LS,CZ,8186.734128814503
CZ,FJ,16195.522603521797
FJ,CZ,16195.522603521797
CZ,VN,9100.946956024552
VN,CZ,9100.946956024552
CZ,AW,283.09926973487984
AW,CZ,283.09926973487984
CZ,CA,6719.471216645424
CA,CZ,6719.471216645424
CZ,AR,12268.877145401517
AR,CZ,12268.877145401517
CZ,UY,11548.123919045556
UY,CZ,11548.123919045556
QA,UA,3188.6995470309744
UA,QA,3188.6995470309744
QA,HU,3697.5115842413966
HU,QA,3697.5115842413966
QA,GE,1930.809295412739
GE,QA,1930.809295412739
QA,PT,5671.496177784544
PT,QA,5671.496177784544
QA,VE,12310.38849049781
VE,QA,12310.38849049781
QA,SG,6229.046768020795
SG,QA,6229.046768020795
QA,RU,5484.844476941763
RU,QA,5484.844476941763
QA,DZ,4779.201848807698
DZ,QA,4779.201848807698
QA,AE,316.8889488672996
AE,QA,316.8889488672996
QA,CD,4308.511887411649
CD,QA,4308.511887411649
QA,MX,13870.06056031895
MX,QA,13870.06056031895
QA,KG,2810.5892030436053
KG,QA,2810.5892030436053
QA,AU,10556.617324057132
AU,QA,10556.617324057132
QA,UG,3331.7887901416625
UG,QA,3331.7887901416625
QA,SV,13901.57571184398
SV,QA,13901.57571184398
QA,BE,4845.686467839314
BE,QA,4845.686467839314
QA,IL,11700.148665071823
IL,QA,11700.148665071823
QA,MK,3258.4433138318363
MK,QA,3258.4433138318363
QA,IN,2809.811084054284
IN,QA,2809.811084054284
QA,MY,12222.682892696092
MY,QA,12222.682892696092
QA,TR,2149.4758139055834
TR,QA,2149.4758139055834
QA,AZ,1700.6083057120347
AZ,QA,1700.6083057120347
QA,BG,3033.0899789211903
BG,QA,3033.0899789211903
QA,CH,4468.256554628408
CH,QA,4468.256554628408
QA,PL,4022.290962022221
PL,QA,4022.290962022221
QA,LU,3729.857226567357
LU,QA,3729.857226567357
QA,PE,13977.249690340212
PE,QA,13977.249690340212
QA,EE,4228.836210070243
EE,QA,4228.836210070243
QA,IR,873.1890109595233
IR,QA,873.1890109595233
QA,RO,3291.080117657442
RO,QA,3291.080117657442
QA,BB,11400.357097329665
BB,QA,11400.357097329665
QA,SM,4057.912787968504
SM,QA,4057.912787968504
QA,LY,3307.090161932054
LY,QA,3307.090161932054
QA,CM,4665.256308824065
CM,QA,4665.256308824065
QA,IT,3998.9791543436913
IT,QA,3998.9791543436913
QA,GB,5484.844476941763
GB,QA,5484.844476941763
QA,BM,10703.401652367736
BM,QA,10703.401652367736
QA,VG,11556.263258225748
VG,QA,11556.263258225748
QA,ME,13870.06056031895
ME,QA,13870.06056031895
QA,KW,571.7615132658292
KW,QA,571.7615132658292
QA,SY,1561.5433786185051
SY,QA,1561.5433786185051
QA,BZ,13649.760455035506
BZ,QA,13649.760455035506
QA,ET,2136.829814976951
ET,QA,2136.829814976951
QA,KR,7223.747198409356
KR,QA,7223.747198409356
QA,LB,1762.4724464455455
LB,QA,1762.4724464455455
QA,LT,4014.4049805968543
LT,QA,4014.4049805968543
QA,OM,761.3255751530401
OM,QA,761.3255751530401
QA,CN,5226.519781815789
CN,QA,5226.519781815789
QA,CO,13177.40594740312
CO,QA,13177.40594740312
QA,DK,4715.357099418335
DK,QA,4715.357099418335
QA,MU,5092.364521666991
MU,QA,5092.364521666991
QA,AL,12153.70908887415
AL,QA,12153.70908887415
QA,XK,3364.580586082165
XK,QA,3364.580586082165
QA,PA,13646.123127821817
PA,QA,13646.123127821817
QA,TH,4436.488124959216
TH,QA,4436.488124959216
QA,LV,4091.092348621824
LV,QA,4091.092348621824
QA,KN,4755.425883075536
KN,QA,4755.425883075536
QA,NZ,14416.434567164524
NZ,QA,14416.434567164524
QA,ZW,5374.4218719045375
ZW,QA,5374.4218719045375
QA,ER,5750.807929323481
ER,QA,5750.807929323481
QA,RS,3466.083569953718
RS,QA,3466.083569953718
QA,PH,7574.1605817140735
PH,QA,7574.1605817140735
QA,ZA,6616.810749762639
ZA,QA,6616.810749762639
QA,LC,11497.936638847304
LC,QA,11497.936638847304
QA,ST,4217.289170622484
ST,QA,4217.289170622484
QA,MO,11974.924736473517
MO,QA,11974.924736473517
QA,TT,11664.25293663807
TT,QA,11664.25293663807
QA,GR,3126.6428755537777
GR,QA,3126.6428755537777
QA,BJ,5453.752526238226
BJ,QA,5453.752526238226
QA,SR,11546.051457691394
SR,QA,11546.051457691394
QA,ID,7805.208710335012
ID,QA,7805.208710335012
QA,AO,4080.672638730716
AO,QA,4080.672638730716
QA,TW,6976.386459282283
TW,QA,6976.386459282283
QA,JP,8213.617413172518
JP,QA,8213.617413172518
QA,KH,5745.971402341173
KH,QA,5745.971402341173
QA,MD,11042.63163200171
MD,QA,11042.63163200171
QA,SA,893.011323059826
SA,QA,893.011323059826
QA,BY,3682.709093419199
BY,QA,3682.709093419199
QA,SN,6918.6983379148505
SN,QA,6918.6983379148505
QA,TN,4131.359819113185
TN,QA,4131.359819113185
QA,CW,4355.386735294353
CW,QA,4355.386735294353
QA,CU,12578.935766713455
CU,QA,12578.935766713455
QA,EG,2202.344473323575
EG,QA,2202.344473323575
QA,CR,4283.533417005926
CR,QA,4283.533417005926
QA,ES,5411.966165159248
ES,QA,5411.966165159248
QA,HR,3786.137397509404
HR,QA,3786.137397509404
QA,AT,4080.672638730716
AT,QA,4080.672638730716
QA,NO,5047.673080659994
NO,QA,5047.673080659994
QA,GT,13865.876564611615
GT,QA,13865.876564611615
QA,NI,5714.692044779331
NI,QA,5714.692044779331
QA,KZ,2725.2828350611194
KZ,QA,2725.2828350611194
QA,AG,11392.699401924969
AG,QA,11392.699401924969
QA,VC,5062.105662022201
VC,QA,5062.105662022201
QA,BA,3686.936414087453
BA,QA,3686.936414087453
QA,PK,2045.0886211056056
PK,QA,2045.0886211056056
QA,EC,14104.344731633428
EC,QA,14104.344731633428
QA,UZ,2127.3982759120686
UZ,QA,2127.3982759120686
QA,MA,5718.273510850105
MA,QA,5718.273510850105
QA,PR,4180.97159730662
PR,QA,4180.97159730662
QA,DE,4484.126411737079
DE,QA,4484.126411737079
QA,DO,12010.87548478008
DO,QA,12010.87548478008
QA,TG,5612.2802739446215
TG,QA,5612.2802739446215
QA,PY,12948.738040897751
